Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Date
-2.9831,104.7527,707.63,1.17,14.91,8.14,6.79,43.31,54.88,3.2,2023-08-01
-2.9831,104.7527,867.84,5.2,14.57,15.38,8.7,51.31,63.56,3.67,2023-08-01
-2.9831,104.7527,821.11,5.25,13.19,31.47,8.94,52.52,65.07,3.8,2023-08-01
-2.9831,104.7527,634.19,2.18,9.94,63.66,7.87,50.78,63.04,3.8,2023-08-01
-2.9831,104.7527,377.18,0.59,3.68,77.96,4.23,29.28,37.87,1.87,2023-08-01
-2.9831,104.7527,337.12,0.49,2.96,77.25,3.78,23.66,30.75,1.49,2023-08-01
-2.9831,104.7527,323.77,0.44,2.74,77.96,3.67,21.2,27.4,1.31,2023-08-01
-2.9831,104.7527,330.45,0.49,3.34,80.11,4.11,19.96,25.57,1.42,2023-08-01
-2.9831,104.7527,333.79,0.51,4.03,75.1,4.41,18.3,23.28,1.55,2023-08-01
-2.9831,104.7527,327.11,0.49,4.76,62.23,4.35,14.71,18.84,1.6,2023-08-01
-2.9831,104.7527,560.76,1.33,13.37,38.98,6.91,16.23,20.82,3.51,2023-08-01
-2.9831,104.7527,947.95,2.1,25.36,13.05,9.78,23.29,29.21,4.69,2023-08-01
-2.9831,104.7527,1255.04,6.82,26.05,0.75,11.09,33.18,40.38,4.75,2023-08-01
-2.9831,104.7527,1228.33,10.28,18.16,0.1,10.25,36.91,44.33,4.75,2023-08-01
-2.9831,104.7527,1001.36,7.82,13.71,0.24,8.23,32.79,40.73,4.05,2023-08-01
-2.9831,104.7527,834.47,5.14,12.17,0.59,6.85,28.95,37.48,3.64,2023-08-01
-2.9831,104.7527,734.33,4.02,11.14,0.83,5.96,25.69,35.17,3.13,2023-08-01
-2.9831,104.7527,587.46,3.32,9.42,0.89,4.77,19.96,29.92,2.03,2023-08-01
-2.9831,104.7527,447.27,2.24,7.63,1.26,3.87,15.74,25.35,1.66,2023-08-01
-2.9831,104.7527,400.54,1.93,6.85,1.26,3.78,15.12,23.93,1.68,2023-08-01
-2.9831,104.7527,400.54,2.26,6.77,0.88,4.05,16.15,24.73,1.76,2023-08-01
-2.9831,104.7527,417.23,2.88,6.77,0.55,4.29,17.36,25.67,1.82,2023-08-01
-2.9831,104.7527,433.92,3.58,6.94,0.36,4.47,18.18,26.2,1.82,2023-08-01
-2.9831,104.7527,480.65,4.47,7.37,0.31,4.83,19.11,26.95,1.96,2023-08-01
-2.9831,104.7527,654.22,6.54,9.08,0.5,6.2,23.76,32.3,2.98,2023-08-02
-2.9831,104.7527,807.76,7.82,12.51,2.79,8.23,29.04,39.14,3.45,2023-08-02
-2.9831,104.7527,867.84,7.71,15.42,4.96,9.89,34.2,46.13,3.83,2023-08-02
-2.9831,104.7527,694.27,3.58,16.79,9.75,9.54,35,47.68,3.89,2023-08-02
-2.9831,104.7527,447.27,0.22,7.71,57.94,4.89,43.68,51.53,1.44,2023-08-02
-2.9831,104.7527,403.88,0.14,5.27,59.37,3.87,36.99,41.07,1.09,2023-08-02
-2.9831,104.7527,363.83,0.13,4.54,50.07,3.34,25.63,27.95,1,2023-08-02
-2.9831,104.7527,350.48,0.16,5.74,40.41,3.93,17.79,19.38,1.23,2023-08-02
-2.9831,104.7527,353.81,0.14,7.2,32.9,4.71,14.74,16.1,1.5,2023-08-02
-2.9831,104.7527,357.15,0.1,7.88,27.18,4.77,12.98,14.2,1.58,2023-08-02
-2.9831,104.7527,507.35,0.24,13.37,17.52,5.9,14.33,16.15,2.56,2023-08-02
-2.9831,104.7527,754.36,1.66,19.71,5.68,7.51,18.11,21.29,3.67,2023-08-02
-2.9831,104.7527,907.9,4.64,19.36,1.21,8.23,22.47,27.28,4.43,2023-08-02
-2.9831,104.7527,814.44,4.36,15.25,1.17,6.97,20.95,26.43,3.99,2023-08-02
-2.9831,104.7527,594.14,1.87,11.82,3.13,5.36,15.09,19.77,2.94,2023-08-02
-2.9831,104.7527,433.92,0.55,9.08,7.69,4.47,10.11,13.68,2.18,2023-08-02
-2.9831,104.7527,330.45,0.18,6.94,12.34,3.81,6.84,9.53,1.52,2023-08-02
-2.9831,104.7527,300.41,0.17,6.51,11.98,3.52,6.19,8.79,1.11,2023-08-02
-2.9831,104.7527,273.7,0.16,5.83,11.44,3.31,6.2,8.76,1.03,2023-08-02
-2.9831,104.7527,273.7,0.2,6.08,10.01,3.52,6.97,9.54,1.14,2023-08-02
-2.9831,104.7527,283.72,0.29,6.51,8.05,3.78,7.85,10.52,1.25,2023-08-02
-2.9831,104.7527,293.73,0.43,6.85,6.26,3.99,8.74,11.51,1.36,2023-08-02
-2.9831,104.7527,303.75,0.66,7.28,4.65,4.35,9.36,12.23,1.46,2023-08-02
-2.9831,104.7527,337.12,1.12,8.4,3.35,5.19,10.47,13.68,1.73,2023-08-02
-2.9831,104.7527,480.65,2.26,11.14,2.95,6.85,15.55,19.85,2.69,2023-08-03
-2.9831,104.7527,587.46,2.6,12.34,10.55,7.57,23.88,29.53,2.6,2023-08-03
-2.9831,104.7527,587.46,1.4,11.65,25.39,7.21,33.56,40.07,2.09,2023-08-03
-2.9831,104.7527,527.38,0.43,9.51,41.13,6.74,43.19,49.37,1.69,2023-08-03
-2.9831,104.7527,460.62,0.04,6.08,61.51,5.01,45.65,49.92,0.89,2023-08-03
-2.9831,104.7527,407.22,0.02,5.36,56.51,4.35,36.55,39.34,0.9,2023-08-03
-2.9831,104.7527,370.5,0.02,5.01,49.35,3.87,29.12,31.13,0.93,2023-08-03
-2.9831,104.7527,363.83,0.06,5.91,42.92,4.23,25.62,27.28,1.11,2023-08-03
-2.9831,104.7527,357.15,0.05,6.68,36.12,4.65,22.61,24.12,1.25,2023-08-03
-2.9831,104.7527,337.12,0.04,6.85,29.33,4.47,17,18.37,1.28,2023-08-03
-2.9831,104.7527,814.44,3.19,19.54,7.87,7.75,22.13,25.25,3.8,2023-08-03
-2.9831,104.7527,1735.69,23.92,19.36,0.05,12.16,41.31,47.66,5.19,2023-08-03
-2.9831,104.7527,2696.99,46.49,16.79,0,15.02,72.67,82.42,6.9,2023-08-03
-2.9831,104.7527,3177.64,55.88,14.74,0,14.9,103.56,117.08,8.87,2023-08-03
-2.9831,104.7527,2883.91,49.17,11.65,0,12.16,113.02,129.41,7.41,2023-08-03
-2.9831,104.7527,2269.74,35.32,9.94,0,9.54,104.13,120.05,5.89,2023-08-03
-2.9831,104.7527,1415.25,17.43,10.71,0.01,7.15,72.98,85.14,3.93,2023-08-03
-2.9831,104.7527,961.3,10.17,9.25,0.05,5.42,50.46,61.25,2.5,2023-08-03
-2.9831,104.7527,647.54,5.53,7.45,0.23,4.23,32.81,42.37,1.9,2023-08-03
-2.9831,104.7527,494,3.19,6.77,0.54,3.93,24.27,32.97,1.77,2023-08-03
-2.9831,104.7527,417.23,1.87,6.85,1.36,3.87,19.68,27.57,1.61,2023-08-03
-2.9831,104.7527,357.15,0.82,7.03,3.89,3.93,16.46,23.33,1.39,2023-08-03
-2.9831,104.7527,313.76,0.25,7.03,9.66,4.23,15.66,21.17,1.14,2023-08-03
-2.9831,104.7527,337.12,0.11,7.8,16.09,4.83,20.54,24.8,1.17,2023-08-03
-2.9831,104.7527,460.62,0.04,10.45,26.46,6.02,33.35,37.15,1.71,2023-08-04
-2.9831,104.7527,574.11,0.26,11.65,43.27,6.74,48.92,52.78,1.74,2023-08-04
-2.9831,104.7527,594.14,0.53,11.14,56.51,7.15,58.42,62.48,1.9,2023-08-04
-2.9831,104.7527,560.76,0.47,10.28,64.37,7.51,61.41,65.83,2.12,2023-08-04
-2.9831,104.7527,500.68,0.31,6.6,77.96,5.48,57.8,62.38,1.49,2023-08-04
-2.9831,104.7527,447.27,0.41,4.37,78.68,4.29,48.31,52.97,1.27,2023-08-04
-2.9831,104.7527,397.21,0.41,3.08,72.96,3.46,37.11,41.66,1.16,2023-08-04
-2.9831,104.7527,373.84,0.56,3.56,69.38,3.93,26.78,31.34,1.44,2023-08-04
-2.9831,104.7527,363.83,0.74,4.8,66.52,4.89,19.01,23.68,1.73,2023-08-04
-2.9831,104.7527,360.49,0.92,6.08,57.22,5.25,12.95,17.59,1.85,2023-08-04
-2.9831,104.7527,620.84,1.87,14.39,36.84,6.91,14.8,20.09,3.01,2023-08-04
-2.9831,104.7527,1134.87,3.27,27.76,9.21,9.3,24.57,31.66,4.31,2023-08-04
-2.9831,104.7527,1482.01,8.72,26.05,0.47,10.25,36.82,46.31,5.38,2023-08-04
-2.9831,104.7527,1455.31,10.28,20.39,0.23,9.3,43.22,55.49,5.7,2023-08-04
-2.9831,104.7527,1121.52,5.31,17.82,1.17,7.21,37.65,50.75,4.05,2023-08-04
-2.9831,104.7527,714.3,0.76,14.22,10.1,5.48,26.28,38.61,2.66,2023-08-04
-2.9831,104.7527,854.49,1.22,16.62,8.67,5.72,33.17,45.88,2.66,2023-08-04
-2.9831,104.7527,1188.28,5.36,17.48,0.95,5.78,47.12,60.69,2.6,2023-08-04
-2.9831,104.7527,1228.33,7.71,14.22,0.25,5.36,54.18,68.47,3.67,2023-08-04
-2.9831,104.7527,1214.98,8.61,11.82,0.13,5.72,59.83,74.35,5.57,2023-08-04
-2.9831,104.7527,1081.47,7.6,9.6,0.24,4.41,61.14,73.37,3.58,2023-08-04
-2.9831,104.7527,867.84,3.58,10.2,2.03,3.49,59.02,68.55,2.06,2023-08-04
-2.9831,104.7527,580.79,0.06,8.74,16.09,3.52,53.91,63.51,1.44,2023-08-04
-2.9831,104.7527,567.44,0.04,8.57,19.13,3.93,57.75,67.9,1.58,2023-08-04
-2.9831,104.7527,734.33,0.27,12.68,20.38,5.54,67.25,79.43,2.53,2023-08-05
-2.9831,104.7527,854.49,2.6,12.85,27.89,6.62,72.02,86.47,2.79,2023-08-05
-2.9831,104.7527,767.71,2.68,10.37,47.92,6.02,68.16,83.89,2.79,2023-08-05
-2.9831,104.7527,574.11,1.15,6.34,73.67,4.95,58.6,73.58,2.82,2023-08-05
-2.9831,104.7527,373.84,0.36,2.16,78.68,2.62,28.08,39.18,1.38,2023-08-05
-2.9831,104.7527,350.48,0.29,1.74,81.54,2.56,23.31,32.77,1.22,2023-08-05
-2.9831,104.7527,347.14,0.25,1.56,87.98,2.77,22.12,30.64,1.27,2023-08-05
-2.9831,104.7527,363.83,0.35,2.36,94.41,3.58,21.7,30.07,1.63,2023-08-05
-2.9831,104.7527,377.18,0.45,3.34,94.41,4.17,20.22,28.46,1.9,2023-08-05
-2.9831,104.7527,383.85,0.48,4.16,87.26,4.23,19.01,27.25,1.84,2023-08-05
-2.9831,104.7527,423.91,0.47,6.43,77.25,4.65,21.13,29.77,1.99,2023-08-05
-2.9831,104.7527,487.33,0.13,9.68,62.94,5.13,26.41,35.58,2.66,2023-08-05
-2.9831,104.7527,527.38,0,10.8,54.36,5.3,34.03,43.79,3.39,2023-08-05
-2.9831,104.7527,547.41,0,10.02,52.93,4.89,43.26,53.87,3.39,2023-08-05
-2.9831,104.7527,587.46,0,9.85,48.64,4.71,53.08,64.73,3.13,2023-08-05
-2.9831,104.7527,640.87,0,10.37,43.63,4.95,62.47,75.52,2.94,2023-08-05
-2.9831,104.7527,727.65,0.01,12.51,32.54,5.25,71.16,85.57,2.79,2023-08-05
-2.9831,104.7527,707.63,0.04,12.34,21.1,4.47,73.97,88.67,2.09,2023-08-05
-2.9831,104.7527,620.84,0.09,9.77,15.2,3.76,75.66,90.24,2.03,2023-08-05
-2.9831,104.7527,587.46,0.12,8.48,12.52,3.58,79.2,93.69,2.09,2023-08-05
-2.9831,104.7527,567.44,0.1,7.88,13.05,3.55,81.53,95.53,1.73,2023-08-05
-2.9831,104.7527,534.06,0.05,7.54,17.17,3.64,79.07,91.44,1.41,2023-08-05
-2.9831,104.7527,480.65,0.02,7.11,22.35,3.78,72.18,83.24,1.22,2023-08-05
-2.9831,104.7527,494,0.05,8.05,18.6,3.99,66.71,76.56,1.41,2023-08-05
-2.9831,104.7527,620.84,0.42,11.14,15.91,5.01,63.91,73.67,2.25,2023-08-06
-2.9831,104.7527,741,3.13,11.31,23.25,6.2,59.76,70.37,2.66,2023-08-06
-2.9831,104.7527,707.63,3.1,10.54,44.7,6.68,54.6,66.11,2.94,2023-08-06
-2.9831,104.7527,574.11,1.34,7.8,78.68,6.5,50.39,62.07,3.17,2023-08-06
-2.9831,104.7527,393.87,0.42,3.13,97.27,4.47,38.59,49.16,1.54,2023-08-06
-2.9831,104.7527,357.15,0.32,2.29,90.84,3.67,33.36,42.22,1.19,2023-08-06
-2.9831,104.7527,337.12,0.28,1.93,81.54,3.1,29.47,36.7,1.03,2023-08-06
-2.9831,104.7527,337.12,0.32,2.16,75.82,3.07,27.15,33.13,1.11,2023-08-06
-2.9831,104.7527,337.12,0.37,2.57,71.53,3.22,25.69,30.89,1.23,2023-08-06
-2.9831,104.7527,337.12,0.39,3.04,65.8,3.22,23.53,28.21,1.33,2023-08-06
-2.9831,104.7527,934.6,3.41,19.02,36.12,7.15,34.03,40.44,5.51,2023-08-06
-2.9831,104.7527,1735.69,10.51,31.87,5.72,10.49,52.32,61.73,7.98,2023-08-06
-2.9831,104.7527,2456.67,29.06,25.02,0,12.52,77.6,90.95,8.87,2023-08-06
-2.9831,104.7527,2563.48,35.32,18.51,0,11.44,93.49,110.46,7.98,2023-08-06
-2.9831,104.7527,2162.93,28.39,14.91,0,8.34,90.92,107.98,5,2023-08-06
-2.9831,104.7527,1682.28,17.88,15.25,0.15,6.44,79.32,93.5,3.36,2023-08-06
-2.9831,104.7527,507.35,0,9.34,33.62,3.81,34.89,41.27,1.46,2023-08-06
-2.9831,104.7527,400.54,0,6.68,35.41,3.37,31.84,37.05,1.09,2023-08-06
-2.9831,104.7527,377.18,0,6.25,31.83,3.4,31.71,36.27,1.14,2023-08-06
-2.9831,104.7527,377.18,0.01,6.43,26.82,3.64,32.14,36.29,1.25,2023-08-06
-2.9831,104.7527,377.18,0.02,6.6,21.99,3.76,31.95,35.93,1.31,2023-08-06
-2.9831,104.7527,380.52,0.05,6.68,18.24,3.78,31.46,35.34,1.36,2023-08-06
-2.9831,104.7527,383.85,0.08,6.94,15.74,3.87,31.23,35.14,1.39,2023-08-06
-2.9831,104.7527,423.91,0.12,8.23,14.84,4.47,33.03,37.59,1.65,2023-08-06
-2.9831,104.7527,580.79,0.52,12,14.31,6.14,40.56,46.95,2.75,2023-08-07
-2.9831,104.7527,674.25,3.05,11.31,22.71,7.09,46.3,55.01,3.07,2023-08-07
-2.9831,104.7527,647.54,3.07,10.02,43.27,7.33,49.4,59.81,3.29,2023-08-07
-2.9831,104.7527,554.08,1.51,7.8,77.25,7.27,52.46,62.92,3.55,2023-08-07
-2.9831,104.7527,417.23,0.45,3.56,98.71,4.89,43.57,51.52,1.74,2023-08-07
-2.9831,104.7527,383.85,0.31,3.34,89.41,4.23,36.08,42.55,1.27,2023-08-07
-2.9831,104.7527,370.5,0.15,3.68,80.11,3.93,33.22,38.85,1.08,2023-08-07
-2.9831,104.7527,393.87,0.03,6.34,71.53,5.3,32.74,37.44,1.33,2023-08-07
-2.9831,104.7527,417.23,0.08,8.65,66.52,6.85,33.29,37.03,1.61,2023-08-07
-2.9831,104.7527,427.25,0.12,9.51,63.66,7.21,32.71,35.67,1.52,2023-08-07
-2.9831,104.7527,647.54,0.63,15.94,47.92,7.87,36.15,39.69,2.22,2023-08-07
-2.9831,104.7527,988.01,0.71,26.39,25.03,8.94,43.87,49.2,3.04,2023-08-07
-2.9831,104.7527,1255.04,0.99,30.16,8.58,9.54,53.33,60.71,4.43,2023-08-07
-2.9831,104.7527,1188.28,1.29,24.33,5.81,8.34,56.01,64.89,4.88,2023-08-07
-2.9831,104.7527,947.95,0.38,17.82,10.64,6.5,51.38,60.27,3.86,2023-08-07
-2.9831,104.7527,720.98,0.07,12.85,18.06,5.36,44.51,52.27,2.98,2023-08-07
-2.9831,104.7527,540.73,0.03,9.77,21.82,4.65,35.47,41.65,2.18,2023-08-07
-2.9831,104.7527,480.65,0.07,8.91,17.34,3.99,30.64,35.96,1.55,2023-08-07
-2.9831,104.7527,417.23,0.08,7.54,15.02,3.55,27.38,31.68,1.36,2023-08-07
-2.9831,104.7527,403.88,0.1,7.37,13.59,3.67,27.59,31.38,1.46,2023-08-07
-2.9831,104.7527,417.23,0.14,7.88,11.98,4.05,29.73,33.31,1.57,2023-08-07
-2.9831,104.7527,433.92,0.21,8.74,9.75,4.41,32.81,36.3,1.66,2023-08-07
-2.9831,104.7527,467.3,0.38,9.6,7.24,4.83,36.05,39.65,1.74,2023-08-07
-2.9831,104.7527,534.06,0.66,11.48,5.45,5.54,40.06,44.19,2.03,2023-08-07
-2.9831,104.7527,700.95,1.38,15.59,4.52,7.33,46.39,51.68,3.26,2023-08-08
-2.9831,104.7527,841.14,2.24,19.54,4.96,9.3,49.44,56.03,3.86,2023-08-08
-2.9831,104.7527,854.49,2.68,20.56,7.51,10.49,48.86,56.76,3.86,2023-08-08
-2.9831,104.7527,727.65,1.48,18.51,21.46,10.61,46.24,54.47,3.64,2023-08-08
-2.9831,104.7527,507.35,0.31,9.42,60.8,6.79,40.78,46.5,1.85,2023-08-08
-2.9831,104.7527,433.92,0.22,6.25,63.66,5.01,33.75,37.73,1.42,2023-08-08
-2.9831,104.7527,393.87,0.2,4.63,56.51,3.81,27.57,30.39,1.19,2023-08-08
-2.9831,104.7527,373.84,0.23,4.88,49.35,3.93,20.87,22.93,1.2,2023-08-08
-2.9831,104.7527,363.83,0.25,6.17,43.99,4.77,15.31,17.25,1.39,2023-08-08
-2.9831,104.7527,367.16,0.22,7.45,41.13,5.42,11.21,13.43,1.54,2023-08-08
-2.9831,104.7527,1321.79,8.49,27.42,10.46,11.56,28.19,33.78,6.97,2023-08-08
-2.9831,104.7527,2883.91,42.92,29.47,0.49,23.37,65.29,76.01,17.99,2023-08-08
-2.9831,104.7527,4646.3,82.25,32.9,0,40.05,124.19,139.43,38,2023-08-08
-2.9831,104.7527,5714.42,101.03,37.7,0,53.88,181.59,196.75,58.77,2023-08-08
-2.9831,104.7527,5447.39,98.35,31.53,0,47.68,207.82,224.02,57.25,2023-08-08
-2.9831,104.7527,4486.08,79.57,21.25,0,27.42,196.54,215.54,31.16,2023-08-08
-2.9831,104.7527,2429.96,33.08,19.88,0,11.44,110.05,124.42,6.97,2023-08-08
-2.9831,104.7527,1682.28,19,15.59,0.01,7.15,76.15,87.61,3.26,2023-08-08
-2.9831,104.7527,1161.58,9.95,13.02,0.13,5.13,51.73,59.41,2.03,2023-08-08
-2.9831,104.7527,781.06,1.9,13.02,1.72,4.23,32.81,38.22,1.63,2023-08-08
-2.9831,104.7527,640.87,0.73,10.37,3.4,3.93,25.81,30.17,1.61,2023-08-08
-2.9831,104.7527,560.76,0.64,9.34,3.89,4.05,22.6,26.35,1.65,2023-08-08
-2.9831,104.7527,527.38,0.86,9.17,3.26,4.41,21.21,24.64,1.68,2023-08-08
-2.9831,104.7527,534.06,1.41,9.6,2.37,4.95,21.28,24.65,1.88,2023-08-08
-2.9831,104.7527,680.92,3.74,10.88,1.86,6.5,25.37,29.51,2.98,2023-08-09
-2.9831,104.7527,781.06,7.1,10.28,7.51,7.57,26.73,32.28,3.26,2023-08-09
-2.9831,104.7527,707.63,5.31,10.37,21.99,7.33,24.46,31.42,3.1,2023-08-09
-2.9831,104.7527,547.41,2.24,8.23,48.64,6.5,21.22,28.44,3.13,2023-08-09
-2.9831,104.7527,333.79,0.74,3.51,59.37,3.78,11.78,19.35,1.73,2023-08-09
-2.9831,104.7527,293.73,0.57,2.74,60.08,3.28,9.69,18.01,1.42,2023-08-09
-2.9831,104.7527,277.04,0.45,2.27,61.51,2.83,8.48,16.81,1.25,2023-08-09
-2.9831,104.7527,290.39,0.47,2.78,67.23,3.16,8.31,15.66,1.3,2023-08-09
-2.9831,104.7527,313.76,0.47,4.07,67.95,3.81,9.28,15.64,1.47,2023-08-09
-2.9831,104.7527,343.8,0.28,5.57,65.8,4.23,10.79,16.6,1.63,2023-08-09
-2.9831,104.7527,393.87,0.1,8.31,61.51,5.3,12.66,19.19,1.99,2023-08-09
-2.9831,104.7527,427.25,0.02,10.37,55.07,5.84,13.64,21.71,2.5,2023-08-09
-2.9831,104.7527,423.91,0,10.11,45.78,5.66,13.44,23.54,3.17,2023-08-09
-2.9831,104.7527,410.56,0,9.17,36.84,5.07,13.05,25.33,3.61,2023-08-09
-2.9831,104.7527,427.25,0.01,9.6,29.33,5.01,13.87,27.76,3.67,2023-08-09
-2.9831,104.7527,460.62,0.02,10.37,23.25,5.25,15.52,30.44,3.36,2023-08-09
-2.9831,104.7527,587.46,0.31,13.54,13.59,5.72,20,35.63,3.1,2023-08-09
-2.9831,104.7527,634.19,1.1,14.05,5.36,5.13,21.09,36.58,2.34,2023-08-09
-2.9831,104.7527,567.44,1.69,11.14,2.66,4.47,19.96,35.07,2.44,2023-08-09
-2.9831,104.7527,534.06,2.21,9.34,1.56,4.41,20.97,36.17,2.85,2023-08-09
-2.9831,104.7527,507.35,2.4,8.48,1.18,4.47,21.28,36.06,2.69,2023-08-09
-2.9831,104.7527,467.3,2.54,7.88,0.96,4.47,20.45,33.59,2.47,2023-08-09
-2.9831,104.7527,440.6,3.02,7.28,0.69,4.59,19.29,30.84,2.22,2023-08-09
-2.9831,104.7527,487.33,4.58,7.54,0.34,5.36,20.5,31.34,2.34,2023-08-09
-2.9831,104.7527,734.33,8.94,9.25,0.23,7.57,27.19,38.69,3.64,2023-08-10
-2.9831,104.7527,854.49,10.62,11.82,2.46,9.3,27.91,40.73,3.96,2023-08-10
-2.9831,104.7527,767.71,8.72,12,10.1,9.18,23.74,37.86,4.18,2023-08-10
-2.9831,104.7527,554.08,3.74,10.71,35.41,8.11,18.83,33.03,4.37,2023-08-10
-2.9831,104.7527,300.41,0.68,4.46,56.51,4.11,9.46,22.32,1.9,2023-08-10
-2.9831,104.7527,273.7,0.53,3.56,55.79,3.55,7.3,18.25,1.54,2023-08-10
-2.9831,104.7527,267.03,0.51,2.91,57.94,3.22,6.55,16.38,1.41,2023-08-10
-2.9831,104.7527,277.04,0.57,3.21,61.51,3.55,6.41,15.54,1.52,2023-08-10
-2.9831,104.7527,283.72,0.61,3.9,62.23,3.99,6.04,14.08,1.61,2023-08-10
-2.9831,104.7527,293.73,0.59,4.63,57.94,4.11,5.53,12.67,1.66,2023-08-10
-2.9831,104.7527,453.95,1.15,10.54,48.64,6.32,7.89,15.31,3.1,2023-08-10
-2.9831,104.7527,634.19,0.64,18.16,35.41,7.87,11.96,20.21,4.88,2023-08-10
-2.9831,104.7527,714.3,0,20.05,28.61,7.87,16.64,25.75,6.52,2023-08-10
-2.9831,104.7527,647.54,0,15.59,35.41,6.38,19.61,29.11,6.27,2023-08-10
-2.9831,104.7527,560.76,0,11.82,43.99,5.42,21.01,30.5,5.13,2023-08-10
-2.9831,104.7527,507.35,0,9.68,48.64,5.07,21.09,30.7,4.02,2023-08-10
-2.9831,104.7527,460.62,0,8.57,50.78,4.71,19.59,29.25,2.75,2023-08-10
-2.9831,104.7527,420.57,0,7.97,47.21,4.11,18.35,27.79,1.76,2023-08-10
-2.9831,104.7527,387.19,0,6.77,43.27,3.58,17.81,26.81,1.35,2023-08-10
-2.9831,104.7527,380.52,0,6.6,38.62,3.61,18.4,27.1,1.28,2023-08-10
-2.9831,104.7527,383.85,0,6.68,33.62,3.7,19.19,27.71,1.28,2023-08-10
-2.9831,104.7527,387.19,0.01,6.68,29.33,3.7,19.91,28.34,1.33,2023-08-10
-2.9831,104.7527,390.53,0.01,6.94,26.46,3.78,20.2,28.49,1.36,2023-08-10
-2.9831,104.7527,427.25,0.03,8.57,23.96,4.47,21.41,29.76,1.57,2023-08-10
-2.9831,104.7527,594.14,0.44,13.54,19.67,6.44,26.59,35.75,2.66,2023-08-11
-2.9831,104.7527,727.65,2.93,14.57,20.38,7.75,29.78,40,3.2,2023-08-11
-2.9831,104.7527,694.27,3.91,11.82,33.97,7.87,30.36,41.52,3.77,2023-08-11
-2.9831,104.7527,587.46,2.1,9,68.66,7.57,32.97,44.54,3.93,2023-08-11
-2.9831,104.7527,420.57,0.54,3.56,97.27,4.83,29.02,37.7,1.04,2023-08-11
-2.9831,104.7527,397.21,0.39,3.04,97.27,4.23,24.93,31.88,0.75,2023-08-11
