Lintang,Bujur,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,Date
-2.9831,104.7527,847.82,1.27,20.56,5.19,8.11,25.36,33.42,4.02,2023-08-21
-2.9831,104.7527,660.9,0.46,15.25,9.21,6.38,22,31.06,3.39,2023-08-21
-2.9831,104.7527,534.06,0.11,11.65,16.09,5.42,18.99,29.19,2.85,2023-08-21
-2.9831,104.7527,447.27,0.03,9.51,22.71,4.83,17.52,28.43,2.12,2023-08-21
-2.9831,104.7527,403.88,0.02,8.48,23.6,4.11,17.87,28.54,1.38,2023-08-21
-2.9831,104.7527,367.16,0.02,6.94,24.68,3.55,19.76,29.75,1.17,2023-08-21
-2.9831,104.7527,363.83,0.02,6.6,24.68,3.55,23.31,32.78,1.23,2023-08-21
-2.9831,104.7527,377.18,0.02,6.6,24.32,3.7,27.17,36.45,1.31,2023-08-21
-2.9831,104.7527,387.19,0.02,6.77,23.25,3.76,30.95,39.82,1.39,2023-08-21
-2.9831,104.7527,403.88,0.03,7.2,22.17,3.93,34.79,43.48,1.44,2023-08-21
-2.9831,104.7527,453.95,0.04,8.74,21.46,4.59,40.14,49.18,1.68,2023-08-21
-2.9831,104.7527,634.19,0.39,13.37,20.74,6.44,50.82,61.37,2.79,2023-08-22
-2.9831,104.7527,747.68,2.85,13.02,28.61,7.51,57.76,70.31,3.07,2023-08-22
-2.9831,104.7527,694.27,2.93,10.88,48.64,7.39,59.69,73.81,3.2,2023-08-22
-2.9831,104.7527,574.11,1.34,7.8,80.82,6.79,59.15,73.73,3.39,2023-08-22
-2.9831,104.7527,427.25,0.39,3.13,101.57,3.93,42.71,54.44,1.76,2023-08-22
-2.9831,104.7527,390.53,0.32,2.36,94.41,3.13,33.42,42.77,1.41,2023-08-22
-2.9831,104.7527,353.81,0.29,1.97,81.54,2.53,24.26,32.01,1.28,2023-08-22
-2.9831,104.7527,330.45,0.33,2.14,74.39,2.5,16.31,23.19,1.35,2023-08-22
-2.9831,104.7527,310.42,0.36,2.57,65.8,2.62,11.73,18.44,1.41,2023-08-22
-2.9831,104.7527,293.73,0.35,3,53.64,2.56,8.54,14.73,1.41,2023-08-22
-2.9831,104.7527,290.39,0.41,4.16,41.84,2.95,7.17,12.87,1.54,2023-08-22
-2.9831,104.7527,297.07,0.17,5.65,32.54,3.31,7.23,12.52,1.73,2023-08-22
-2.9831,104.7527,303.75,0.01,5.91,28.61,3.34,8.45,13.58,2.06,2023-08-22
-2.9831,104.7527,293.73,0.01,5.18,28.61,3.07,9.46,14.54,2.06,2023-08-22
-2.9831,104.7527,293.73,0.01,5.18,28.61,3.16,10.39,15.63,1.99,2023-08-22
-2.9831,104.7527,307.08,0.01,5.48,29.33,3.4,11.92,17.44,1.87,2023-08-22
-2.9831,104.7527,337.12,0.01,6.6,31.47,3.99,14.98,20.74,1.66,2023-08-22
-2.9831,104.7527,337.12,0,6.6,35.76,4.11,19.2,24.93,1.09,2023-08-22
-2.9831,104.7527,343.8,0,5.74,42.92,4.11,26.78,32.53,0.89,2023-08-22
-2.9831,104.7527,370.5,0,5.74,45.42,4.23,35.38,41.43,0.95,2023-08-22
-2.9831,104.7527,393.87,0,6.17,42.92,4.29,41.35,47.7,1.04,2023-08-22
-2.9831,104.7527,407.22,0,6.51,37.91,4.29,44.81,51.25,1.14,2023-08-22
-2.9831,104.7527,417.23,0,7.11,33.62,4.41,46.39,52.73,1.22,2023-08-22
-2.9831,104.7527,453.95,0.01,8.57,29.68,5.01,47.22,53.82,1.47,2023-08-22
-2.9831,104.7527,587.46,0.27,12.51,24.32,6.62,49.98,57.74,2.53,2023-08-23
-2.9831,104.7527,680.92,2.32,12.34,25.03,7.51,49.74,58.84,2.98,2023-08-23
-2.9831,104.7527,627.52,2.15,10.54,35.76,7.09,46.32,56.38,3.29,2023-08-23
-2.9831,104.7527,527.38,0.82,8.57,49.35,6.32,43.17,53.29,3.32,2023-08-23
-2.9831,104.7527,413.89,0.11,4.07,82.97,3.76,36.13,43.6,1.44,2023-08-23
-2.9831,104.7527,373.84,0.09,3.47,77.96,3.1,25.57,30.32,1.12,2023-08-23
-2.9831,104.7527,347.14,0.09,3.13,72.96,2.71,18.37,22.28,1,2023-08-23
-2.9831,104.7527,327.11,0.01,3.86,67.23,3.01,11.5,14.84,1.06,2023-08-23
-2.9831,104.7527,313.76,0.01,4.46,60.08,3.49,7.35,9.77,1.09,2023-08-23
-2.9831,104.7527,307.08,0.01,4.84,53.64,3.87,5.25,6.88,1.08,2023-08-23
-2.9831,104.7527,320.43,0.02,6.51,46.49,4.83,5.18,6.83,1.36,2023-08-23
-2.9831,104.7527,347.14,0.02,8.31,39.7,5.36,6.51,8.63,1.85,2023-08-23
-2.9831,104.7527,357.15,0,8.57,36.84,5.25,8.68,11.26,2.44,2023-08-23
-2.9831,104.7527,350.48,0,7.37,38.98,4.59,11.36,14.5,2.44,2023-08-23
-2.9831,104.7527,377.18,0,7.03,44.35,4.77,16.78,20.42,2.28,2023-08-23
-2.9831,104.7527,433.92,0,7.28,52.93,5.6,27.62,31.58,2.12,2023-08-23
-2.9831,104.7527,514.03,0,8.57,57.94,6.44,40.74,45.09,1.99,2023-08-23
-2.9831,104.7527,527.38,0,8.57,57.94,5.96,49.78,54.49,1.38,2023-08-23
-2.9831,104.7527,507.35,0,7.37,55.79,5.13,56.48,61.72,1.16,2023-08-23
-2.9831,104.7527,500.68,0,6.94,52.21,4.77,60.89,67.1,1.22,2023-08-23
-2.9831,104.7527,494,0,6.94,47.92,4.59,63.11,70.43,1.25,2023-08-23
-2.9831,104.7527,487.33,0,6.94,43.99,4.41,63.22,71.64,1.27,2023-08-23
-2.9831,104.7527,480.65,0,7.28,40.05,4.47,61.7,71.13,1.28,2023-08-23
-2.9831,104.7527,500.68,0,8.83,37.19,5.13,60.16,70.54,1.54,2023-08-23
-2.9831,104.7527,627.52,0.14,13.37,32.54,6.91,61.06,72.88,2.56,2023-08-24
-2.9831,104.7527,727.65,1.84,14.74,32.54,8.11,59.98,73.06,3.17,2023-08-24
-2.9831,104.7527,707.63,2.6,13.19,44.35,8.46,57.17,71.19,3.77,2023-08-24
-2.9831,104.7527,594.14,1.59,10.37,68.66,8.11,52.98,66.42,3.96,2023-08-24
-2.9831,104.7527,407.22,0.51,4.41,88.69,4.59,34.11,41.69,1.96,2023-08-24
-2.9831,104.7527,357.15,0.37,3.3,85.83,3.67,24.05,28.21,1.41,2023-08-24
-2.9831,104.7527,340.46,0.3,2.87,82.25,3.16,18.23,20.77,1.17,2023-08-24
-2.9831,104.7527,343.8,0.31,3.17,83.68,3.34,15,16.92,1.16,2023-08-24
-2.9831,104.7527,347.14,0.33,3.6,84.4,3.73,14.7,16.64,1.19,2023-08-24
-2.9831,104.7527,350.48,0.33,3.9,82.25,3.87,15.19,17.45,1.2,2023-08-24
-2.9831,104.7527,390.53,0.5,7.2,70.81,5.6,15.17,17.92,1.74,2023-08-24
-2.9831,104.7527,433.92,0.2,10.88,53.64,6.56,14.54,17.72,2.41,2023-08-24
-2.9831,104.7527,440.6,0,11.65,42.56,6.32,14.54,18.04,2.98,2023-08-24
-2.9831,104.7527,423.91,0,9.85,39.7,5.36,15.22,19.37,2.98,2023-08-24
-2.9831,104.7527,413.89,0,9.08,37.19,4.95,16.39,21.44,2.85,2023-08-24
-2.9831,104.7527,420.57,0,9,32.9,4.89,17.63,23.4,2.72,2023-08-24
-2.9831,104.7527,494,0.02,11.14,26.11,5.25,20.83,27.28,2.63,2023-08-24
-2.9831,104.7527,520.71,0.05,12.17,20.21,4.83,22.88,29.48,1.92,2023-08-24
-2.9831,104.7527,487.33,0.05,10.62,18.6,4.35,25.08,31.69,1.87,2023-08-24
-2.9831,104.7527,487.33,0.06,10.11,17.34,4.47,29.58,36.6,2.09,2023-08-24
-2.9831,104.7527,487.33,0.05,9.85,17.7,4.59,34.17,41.58,1.96,2023-08-24
-2.9831,104.7527,480.65,0.04,9.6,19.13,4.65,38.5,46.27,1.76,2023-08-24
-2.9831,104.7527,473.98,0.04,9.42,19.85,4.71,42.52,50.37,1.58,2023-08-24
-2.9831,104.7527,520.71,0.05,11.14,19.31,5.36,48.9,57.92,1.8,2023-08-24
-2.9831,104.7527,714.3,0.17,16.62,19.85,7.39,61.8,73.51,2.91,2023-08-25
-2.9831,104.7527,787.73,0.71,17.82,28.97,8.46,72.18,86.99,3.01,2023-08-25
-2.9831,104.7527,734.33,1.02,14.91,37.55,7.87,76.28,93.24,3.23,2023-08-25
-2.9831,104.7527,600.81,0.69,10.2,53.64,6.68,74.66,92.62,3.23,2023-08-25
-2.9831,104.7527,397.21,0.16,4.63,66.52,3.52,41.51,56.91,1.77,2023-08-25
-2.9831,104.7527,330.45,0.12,3.51,57.94,2.71,24.62,35.14,1.35,2023-08-25
-2.9831,104.7527,290.39,0.09,2.78,52.21,2.18,13.46,19.11,1.06,2023-08-25
-2.9831,104.7527,287.06,0.04,3.26,50.07,2.35,8.15,10.5,0.99,2023-08-25
-2.9831,104.7527,300.41,0.03,4.03,48.64,2.86,7.08,8.2,1.01,2023-08-25
-2.9831,104.7527,310.42,0.03,4.54,46.49,3.07,7.17,7.99,1.04,2023-08-25
-2.9831,104.7527,534.06,0.12,13.37,30.76,5.42,11.15,12.83,2.79,2023-08-25
-2.9831,104.7527,867.84,1.13,24.33,10.1,7.87,18.08,21.4,4.12,2023-08-25
-2.9831,104.7527,1201.63,6.48,25.36,0.97,9.78,28.72,34.13,4.81,2023-08-25
-2.9831,104.7527,1308.44,10.73,20.05,0.14,9.78,37.18,45.18,5.38,2023-08-25
-2.9831,104.7527,1228.33,10.51,15.77,0.11,8.82,39.79,49.8,5.26,2023-08-25
-2.9831,104.7527,1188.28,10.62,13.37,0.08,8.46,42.41,54.23,5.26,2023-08-25
-2.9831,104.7527,1161.58,11.18,11.82,0.05,7.87,42.7,55.87,4.37,2023-08-25
-2.9831,104.7527,988.01,9.39,10.97,0.06,6.38,35.28,48.15,2.63,2023-08-25
-2.9831,104.7527,741,4.75,10.88,0.37,4.77,26.31,36.11,1.69,2023-08-25
-2.9831,104.7527,600.81,1.49,10.88,1.52,3.78,21.08,27.26,1.46,2023-08-25
-2.9831,104.7527,554.08,1.13,9.68,1.79,3.49,20.08,24.25,1.54,2023-08-25
-2.9831,104.7527,527.38,1.27,9.08,1.59,3.7,20.33,23.53,1.8,2023-08-25
-2.9831,104.7527,527.38,1.82,9.25,1.04,4.23,21.24,24.1,1.99,2023-08-25
-2.9831,104.7527,554.08,2.49,9.85,0.85,4.95,22.76,25.67,2.12,2023-08-25
-2.9831,104.7527,680.92,3.63,12.51,1.63,6.68,27.2,30.73,3.07,2023-08-26
-2.9831,104.7527,714.3,3.86,14.57,10.46,8.23,27.81,31.97,2.94,2023-08-26
-2.9831,104.7527,680.92,3.58,13.54,22.71,8.11,27.35,32.39,2.94,2023-08-26
-2.9831,104.7527,567.44,1.7,10.71,45.06,7.39,27.3,32.96,3.04,2023-08-26
-2.9831,104.7527,423.91,0.33,4.67,79.39,4.47,34.71,42.35,1.63,2023-08-26
-2.9831,104.7527,400.54,0.16,3.77,80.11,3.76,34.19,41.82,1.31,2023-08-26
-2.9831,104.7527,390.53,0.07,3.43,76.53,3.25,32.76,39.78,1.22,2023-08-26
-2.9831,104.7527,453.95,0.31,6.68,70.81,5.36,34.22,40.35,2.06,2023-08-26
-2.9831,104.7527,554.08,0.82,10.2,74.39,7.87,37.85,43.46,3.1,2023-08-26
-2.9831,104.7527,634.19,1.16,12.34,80.82,9.06,40.24,45.66,3.77,2023-08-26
-2.9831,104.7527,1268.39,2.74,29.82,53.64,11.56,52.64,60.14,7.66,2023-08-26
-2.9831,104.7527,2323.15,7.15,52.78,9.66,15.26,76.01,86.88,11.15,2023-08-26
-2.9831,104.7527,3417.97,30.4,47.3,0,17.88,111.64,126.32,12.29,2023-08-26
-2.9831,104.7527,3898.62,47.83,34.62,0,16.21,139,157.39,10.77,2023-08-26
-2.9831,104.7527,3738.4,52.75,22.96,0,12.28,147.47,167.58,7.28,2023-08-26
-2.9831,104.7527,3284.45,48.28,17.82,0,9.54,143.33,162.73,5.26,2023-08-26
-2.9831,104.7527,2536.77,32.63,19.88,0,8.11,118.42,134.63,3.96,2023-08-26
-2.9831,104.7527,2456.67,34.87,14.57,0,6.26,122.18,137.91,2.91,2023-08-26
-2.9831,104.7527,2269.74,33.53,10.28,0,4.83,125.17,140.33,2.85,2023-08-26
-2.9831,104.7527,2029.42,26.6,10.28,0,4.23,126.88,137.76,2.72,2023-08-26
-2.9831,104.7527,1708.98,18.55,10.37,0,3.7,117.77,124.92,2.06,2023-08-26
-2.9831,104.7527,1375.2,13.08,9.34,0.02,3.52,101.53,106.01,1.61,2023-08-26
-2.9831,104.7527,727.65,0.78,14.91,5.9,5.25,61.52,64.95,1.27,2023-08-26
-2.9831,104.7527,567.44,0.23,12.51,8.85,5.72,51.52,54.52,1.6,2023-08-26
-2.9831,104.7527,600.81,0.37,13.88,9.92,6.91,49.07,52.43,2.53,2023-08-27
-2.9831,104.7527,707.63,0.95,16.28,17.34,8.46,46.56,50.51,3.04,2023-08-27
-2.9831,104.7527,754.36,2.1,16.79,27.89,10.01,45.24,49.82,3.55,2023-08-27
-2.9831,104.7527,707.63,2.1,15.42,49.35,10.49,44.68,50.15,3.89,2023-08-27
-2.9831,104.7527,520.71,0.78,7.28,82.97,6.2,37.91,44.38,2.66,2023-08-27
-2.9831,104.7527,460.62,0.45,4.37,97.27,4.89,36.13,42.9,2.15,2023-08-27
-2.9831,104.7527,433.92,0.36,3.17,100.14,4.11,35.17,42.1,1.8,2023-08-27
-2.9831,104.7527,447.27,0.41,3.77,103,4.77,36.7,43.71,1.92,2023-08-27
-2.9831,104.7527,460.62,0.42,4.97,100.14,5.9,39.26,46.04,2.06,2023-08-27
-2.9831,104.7527,453.95,0.34,5.83,82.25,5.84,39.42,45.21,1.88,2023-08-27
-2.9831,104.7527,494,0.26,8.74,62.23,6.44,39.67,44.59,2.18,2023-08-27
-2.9831,104.7527,547.41,0.05,11.48,46.49,6.79,39.65,44.12,2.53,2023-08-27
-2.9831,104.7527,554.08,0,11.65,38.27,6.32,39.41,43.5,2.72,2023-08-27
-2.9831,104.7527,500.68,0,9.08,35.76,4.89,37.15,40.85,2.34,2023-08-27
-2.9831,104.7527,460.62,0,7.11,35.41,3.99,32.86,36,1.9,2023-08-27
-2.9831,104.7527,453.95,0,6.25,40.05,3.76,31.02,33.73,1.55,2023-08-27
-2.9831,104.7527,473.98,0,6,48.64,3.73,35.01,37.64,1.22,2023-08-27
-2.9831,104.7527,467.3,0,5.74,47.92,3.43,39.44,42.19,0.89,2023-08-27
-2.9831,104.7527,447.27,0,5.65,42.92,3.55,42.15,45.35,0.94,2023-08-27
-2.9831,104.7527,440.6,0,6.08,37.19,3.87,42.48,46.29,1.08,2023-08-27
-2.9831,104.7527,423.91,0,6.34,32.54,3.93,41.29,45.87,1.16,2023-08-27
-2.9831,104.7527,410.56,0.01,6.43,28.61,3.93,39.63,44.84,1.22,2023-08-27
-2.9831,104.7527,403.88,0.01,6.6,25.75,4.05,37.78,42.93,1.23,2023-08-27
-2.9831,104.7527,423.91,0.03,7.71,23.96,4.65,37.66,42.89,1.44,2023-08-27
-2.9831,104.7527,540.73,0.17,10.88,21.82,6.08,42.5,48.74,2.37,2023-08-28
-2.9831,104.7527,627.52,0.8,11.65,23.25,6.5,45.23,52.62,2.69,2023-08-28
-2.9831,104.7527,600.81,0.88,10.54,30.4,6.26,44.52,52.12,2.66,2023-08-28
-2.9831,104.7527,527.38,0.54,8.65,42.56,6.02,42.18,48.94,2.53,2023-08-28
-2.9831,104.7527,447.27,0.23,4.97,70.1,4.23,34.56,38.97,1.42,2023-08-28
-2.9831,104.7527,440.6,0.24,4.16,79.39,4.05,31.23,34.71,1.14,2023-08-28
-2.9831,104.7527,440.6,0.26,3.64,84.4,3.93,29.65,32.54,1.01,2023-08-28
-2.9831,104.7527,447.27,0.33,3.68,90.84,4.23,28.38,30.91,1.06,2023-08-28
-2.9831,104.7527,447.27,0.32,3.73,91.55,4.29,27.58,29.85,1.06,2023-08-28
-2.9831,104.7527,447.27,0.28,3.77,89.41,4.11,28.35,30.32,0.99,2023-08-28
-2.9831,104.7527,534.06,0.4,7.97,79.39,5.84,34.02,36.28,1.93,2023-08-28
-2.9831,104.7527,640.87,0.12,13.19,63.66,7.33,42.33,45.37,3.29,2023-08-28
-2.9831,104.7527,694.27,0,14.91,54.36,7.75,50.53,54.25,4.43,2023-08-28
-2.9831,104.7527,640.87,0,12.51,54.36,6.79,52.74,57.06,4.12,2023-08-28
-2.9831,104.7527,574.11,0,10.2,54.36,5.96,49.38,54.5,3.51,2023-08-28
-2.9831,104.7527,540.73,0,9.34,50.78,5.72,46.29,52.91,3.1,2023-08-28
-2.9831,104.7527,540.73,0,9.85,45.78,5.6,44.15,52.37,2.66,2023-08-28
-2.9831,104.7527,500.68,0,9.51,40.05,4.83,40.51,49.33,1.84,2023-08-28
-2.9831,104.7527,440.6,0,8.05,36.84,4.11,37.11,45.84,1.5,2023-08-28
-2.9831,104.7527,417.23,0,7.54,33.62,3.99,35.28,43.73,1.49,2023-08-28
-2.9831,104.7527,400.54,0,7.2,30.76,3.99,33.21,41.3,1.39,2023-08-28
-2.9831,104.7527,377.18,0.01,6.85,28.97,3.99,30.66,38.31,1.28,2023-08-28
-2.9831,104.7527,370.5,0.01,6.85,28.97,4.23,30.61,37.96,1.25,2023-08-28
-2.9831,104.7527,420.57,0.01,8.4,28.25,5.01,36.03,43.53,1.57,2023-08-28
-2.9831,104.7527,574.11,0.3,12.34,24.68,6.68,44.63,52.98,2.66,2023-08-29
-2.9831,104.7527,667.57,1.05,13.37,25.39,7.39,46.14,55.26,3.2,2023-08-29
-2.9831,104.7527,614.17,1.06,10.97,35.76,6.79,41.63,51.13,3.23,2023-08-29
-2.9831,104.7527,514.03,0.59,7.88,55.79,5.96,39.6,49.44,2.79,2023-08-29
-2.9831,104.7527,447.27,0.22,4.2,90.12,4.23,42.84,52.99,1.31,2023-08-29
-2.9831,104.7527,440.6,0.27,3.68,97.27,3.99,35.31,42.26,1.36,2023-08-29
-2.9831,104.7527,440.6,0.32,3.34,101.57,3.81,31.61,36.68,1.55,2023-08-29
-2.9831,104.7527,460.62,0.35,3.81,108.72,4.11,29.77,33.67,1.87,2023-08-29
-2.9831,104.7527,473.98,0.3,4.71,107.29,4.17,28.8,31.98,2.12,2023-08-29
-2.9831,104.7527,473.98,0.19,5.65,98.71,3.78,26.57,29.43,2.22,2023-08-29
-2.9831,104.7527,494,0.14,8.4,84.4,4.59,23.87,26.98,2.63,2023-08-29
-2.9831,104.7527,527.38,0.05,10.97,71.53,5.6,23.15,27.41,3.2,2023-08-29
-2.9831,104.7527,547.41,0,11.48,63.66,5.96,25.14,31.01,4.02,2023-08-29
-2.9831,104.7527,507.35,0,9.68,60.8,5.3,26.55,34.92,4.18,2023-08-29
-2.9831,104.7527,467.3,0,8.31,55.07,4.83,26.38,37.64,3.7,2023-08-29
-2.9831,104.7527,447.27,0,7.97,48.64,4.71,25.96,38.95,3.29,2023-08-29
-2.9831,104.7527,487.33,0,9.42,38.98,5.01,26.02,39.27,3.07,2023-08-29
-2.9831,104.7527,473.98,0.01,9.77,30.04,4.53,24.52,37.2,2.12,2023-08-29
-2.9831,104.7527,423.91,0.02,8.4,24.68,3.87,22.64,34.42,1.63,2023-08-29
-2.9831,104.7527,407.22,0.03,8.14,20.56,3.93,22.86,34.06,1.6,2023-08-29
-2.9831,104.7527,403.88,0.04,8.14,18.6,4.11,23.91,34.79,1.52,2023-08-29
-2.9831,104.7527,400.54,0.05,8.05,18.24,4.23,25.55,36.31,1.42,2023-08-29
-2.9831,104.7527,400.54,0.05,8.14,18.95,4.41,27.83,38.44,1.35,2023-08-29
-2.9831,104.7527,440.6,0.05,9.77,20.03,5.19,32.16,43.06,1.55,2023-08-29
-2.9831,104.7527,600.81,0.36,14.22,20.03,6.91,40.21,52.39,2.63,2023-08-30
-2.9831,104.7527,714.3,1.69,15.59,22.89,7.99,45.27,59.06,3.1,2023-08-30
-2.9831,104.7527,674.25,1.9,13.19,33.97,7.87,45.75,60.88,3.39,2023-08-30
-2.9831,104.7527,560.76,1.15,9.17,57.94,6.91,45.56,60.8,3.17,2023-08-30
-2.9831,104.7527,447.27,0.31,4.5,94.41,4.65,52.17,67.63,1.01,2023-08-30
-2.9831,104.7527,433.92,0.27,3.56,98.71,4.17,50.93,65.08,0.87,2023-08-30
-2.9831,104.7527,420.57,0.28,3,97.27,3.73,46.85,59.82,0.97,2023-08-30
-2.9831,104.7527,447.27,0.44,4.28,100.14,4.71,45.04,57.33,1.6,2023-08-30
-2.9831,104.7527,480.65,0.56,6.77,97.27,6.26,41.26,52.32,2.41,2023-08-30
-2.9831,104.7527,500.68,0.51,9.08,83.68,6.91,34.47,44.04,2.98,2023-08-30
-2.9831,104.7527,494,0.28,10.8,65.09,6.56,25.99,34.02,3.04,2023-08-30
-2.9831,104.7527,447.27,0.03,10.02,52.93,5.36,17.88,24.94,2.79,2023-08-30
-2.9831,104.7527,400.54,0,7.63,50.07,4.23,14.29,21.6,2.82,2023-08-30
-2.9831,104.7527,370.5,0,5.31,51.5,3.22,13.04,21.42,2.6,2023-08-30
-2.9831,104.7527,363.83,0,4.71,47.92,2.98,12.97,21.68,2.5,2023-08-30
-2.9831,104.7527,350.48,0,4.63,42.56,2.92,12.33,19.34,2.22,2023-08-30
-2.9831,104.7527,343.8,0,4.8,41.84,3.04,13.4,18.48,1.61,2023-08-30
-2.9831,104.7527,337.12,0,4.5,48.64,3.1,19.43,23.56,0.93,2023-08-30
-2.9831,104.7527,350.48,0,4.07,57.94,3.25,29.05,33.36,0.7,2023-08-30
-2.9831,104.7527,367.16,0,4.54,59.37,3.55,35.23,40.06,0.75,2023-08-30
-2.9831,104.7527,377.18,0,5.27,53.64,3.76,37.13,42.23,0.88,2023-08-30
-2.9831,104.7527,383.85,0,5.91,47.21,3.87,37.31,42.51,0.98,2023-08-30
-2.9831,104.7527,387.19,0,6.51,40.77,4.05,36.75,41.89,1.04,2023-08-30
-2.9831,104.7527,407.22,0,7.71,35.41,4.59,35.85,41.55,1.22,2023-08-30
-2.9831,104.7527,507.35,0.18,10.54,32.9,5.66,36.66,43.75,1.95,2023-08-31
-2.9831,104.7527,554.08,1.48,9.17,44.7,5.72,35.39,44.31,2.06,2023-08-31
-2.9831,104.7527,534.06,1.51,7.03,66.52,5.48,36.28,46.51,2.28,2023-08-31
-2.9831,104.7527,500.68,0.85,4.88,92.98,5.19,40.14,51.36,2.34,2023-08-31
-2.9831,104.7527,460.62,0.39,3.38,98.71,3.81,38.16,49.4,1.66,2023-08-31
-2.9831,104.7527,453.95,0.34,3.04,100.14,3.25,35.65,45.38,1.82,2023-08-31
-2.9831,104.7527,447.27,0.32,2.68,103,2.68,33.54,41.69,2.22,2023-08-31
-2.9831,104.7527,460.62,0.39,3.43,107.29,3.01,32.17,39.47,2.82,2023-08-31
-2.9831,104.7527,473.98,0.43,5.01,104.43,3.73,30.21,36.81,3.36,2023-08-31
-2.9831,104.7527,473.98,0.42,6.34,94.41,3.99,26.21,31.91,3.58,2023-08-31
-2.9831,104.7527,467.3,0.58,7.28,87.26,4.29,21.67,26.66,3.45,2023-08-31
-2.9831,104.7527,460.62,0.14,9,70.81,4.71,17.02,21.76,3.23,2023-08-31
-2.9831,104.7527,460.62,0,8.74,65.8,4.77,16.26,21.59,3.32,2023-08-31
-2.9831,104.7527,447.27,0,7.2,65.8,4.17,18.96,25.65,3.2,2023-08-31
-2.9831,104.7527,433.92,0,6.6,60.8,3.93,23.52,31.77,3.07,2023-08-31
-2.9831,104.7527,440.6,0,6.51,59.37,3.93,28.12,37.44,2.63,2023-08-31
-2.9831,104.7527,447.27,0,7.11,58.65,4.17,31.49,41.34,1.95,2023-08-31
-2.9831,104.7527,420.57,0,6.68,57.22,3.76,32.68,42.29,1.16,2023-08-31
-2.9831,104.7527,397.21,0,5.65,55.07,3.31,34.11,43.22,0.93,2023-08-31
-2.9831,104.7527,400.54,0,5.44,52.21,3.34,36.43,45.34,0.95,2023-08-31
-2.9831,104.7527,410.56,0,5.4,51.5,3.46,40,48.97,0.94,2023-08-31
-2.9831,104.7527,423.91,0,5.36,52.21,3.49,46.35,55.43,0.93,2023-08-31
-2.9831,104.7527,453.95,0,5.48,56.51,3.64,56.98,66.58,0.92,2023-08-31
-2.9831,104.7527,507.35,0,6.68,55.07,4.29,66.34,76.51,1.17,2023-08-31
